objectid,type,format,subject,identifier,creator,culture,date,title,materials,measurements,filename,credit,published,web_page,origin,description,altnum
468,Image;StillImage,image/jpeg,"Benson, W.A.S.;British;Brass;London, England","JSMA2014:38.53a,b","Benson, W.A.S.",British,ca. 1910,Candlesticks,Brass,a: H. 6-1/4 x Diam. 3-1/8 inches; b: H. 6-1/4 x Diam. 3 inches,jsma2014_38_53,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27208;type=101,"London, England","Originally trained as an architect, W.A.S. Benson (1854-1924) redirected his talents toward metalsmithing in the 1880s. Benson innovated reflective designs for lamps and lighted fixtures to maximize illumination. Although he was intimately involved with the Arts and Crafts movement and sold his designs through William Morris’s company, Morris and Co., Benson did not restrict his work to pure handicraft. Like Christopher Dresser, Benson believed machine production could coexist with quality craftsmanship. These columnar candlesticks have ribbed knops and raised star-shaped feet supporting ribbed socket and circular wax pans.",T0008
550,Image;StillImage,image/jpeg,"Tiesselinck, August (in the style of);American;Copper, glass;United States",JSMA2014:38.54,"Tiesselinck, August (in the style of)",American,1930,Inkwell,"Copper, glass",H. 2-1/4 x W. 10-1/4 x D. 5-11/16 inches,jsma2014_38_54,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27209;type=101,United States,"This double inkwell parallels the style of Dutch metalsmith August Tiesselinck (1890-1972), who honed his craft in the early 1900s in the famed California copper workshop of his uncle Dirk van Erp. Tiesselinck masterfully incorporates the Arts and Crafts ethos of beauty and functionality into his designs. The rounded inkwells form an abstracted floral motif. Rounded rivets, doubling as ornamentation, adorn the sides of the inkwells. The inkwell would have surely earned the praise of William Morris who prized craftsmanship that was “difficult to tell where the mere utilitarian part of [the] work ended and the ornamental began.”",N0517
419,Image;StillImage,image/jpeg,Unknown;Undetermined;Copper with wood liner;Possibly UK,JSMA2014:38.55,Unknown,Undetermined,ca. 1910,Box,Copper with wood liner,H. 7 x W. 11-1/8 x D. 6- 5/8 inches,jsma2014_38_55,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27210;type=101,Possibly UK,Rectangular box with riveted strapwork and bracketed feet. Side panels chased with decorative scroll work and arrow motif. Decorative chasing and cartouche on lid. Hammered finish.,P0145
265,Image;StillImage,image/jpeg,"Unknown;British;Copper, glass;England","JSMA2014:38.56a,b",Unknown,British,ca. 1910,Pair of picture frames,"Copper, glass",a: H. 9-3/4 x W. 7-3/4 x D. 5-1/2 inches; b: H. 9-13/16 x W. 7-7/8 x D. 4-5/8 inches,jsma2014_38_56,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27211;type=101,England,Shield-shaped picture frames on raised bracket feet. Hammered surface decorated with rivets.,N0051
451,Image;StillImage,image/jpeg,"Heintz Art Metal Shop;American;Sterling silver on bronze;Buffalo, New York",JSMA2014:38.57,Heintz Art Metal Shop,American,ca. 1912,Cigarette box,Sterling silver on bronze,H. 2-1/2 x W. 8-1/2 x D. 3-1/2 inches,jsma2014_38_57,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27212;type=101,"Buffalo, New York",,P0137
551,Image;StillImage,image/jpeg,Unknown;Undetermined;patinated copper;,JSMA2014:38.58,Unknown,Undetermined,ca. 1900,Tray,patinated copper,11-5/8 x 11-5/8 inches,jsma2014_38_58,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27213;type=101,,,P0000/S0126
552,Image;StillImage,image/jpeg,Unknown;Undetermined;patinated copper;,JSMA2014:38.58,Unknown,Undetermined,ca. 1900,Tray,patinated copper,11-5/8 x 11-5/8 inches,jsma2014_38_58,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27213;type=101,,,P0148/S0126
528,Image;StillImage,image/jpeg,"Hoffmann, Josef; Wiener Werkstätte;Austrian;Copper, glass;Vienna, Austria",JSMA2014:38.59,"Hoffmann, Josef; Wiener Werkstätte",Austrian,ca. 1920,Inkwell,"Copper, glass",H. 2-1/4 x Diam. 9 inches,jsma2014_38_59,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27214;type=101,"Vienna, Austria","In 1903, Josef Hoffmann co-founded the Wiener Werkstätte, a cooperative workshop of Viennese artists. Inspired by the British Arts and Crafts movement, Hoffmann wrote, “Our aim is to create an island in our own country which, amid the joyful hum of arts and crafts, would be welcome to anyone who professes faith in Ruskin and Morris.” Hoffmann’s inkwell clearly expresses an Arts and Crafts aesthetic with its hammered surface and rounded glass inkwell that rises gracefully up from the center of the tray.",N1494
480,Image;StillImage,image/jpeg,"Unknown;Undetermined;brass, wood, tinned interior;Possibly Austria or Germany",JSMA2014:38.5a-e,Unknown,Undetermined,ca. 1910,Tea service,"brass, wood, tinned interior",a: H. 8-1/2 x W. 11-1/2 x D. 6-1/2 inches; b: H. 5-1/4 x W. 7 x D. 4 inches; c: H. 5-3/4 x W. 4-1/4 x D. 4-1/4 inches,jsma2014_38_5,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27160;type=101,Possibly Austria or Germany,"Brass tea service including teapot, creamer, sugar pot, stand, and burner. Possibly Austrian or German. Handmade bodies with factorymade spouts and handles.More affordable than silver, copper and brass were favorite materials of Arts and Crafts designers. This early 20th century brass tea service, possibly from Austria or Germany, features a handmade body with factory-made spouts and handles. Utilizing both handmade and machine-made parts was often a necessary compromise for manufacturers to remain commercially competitive.",T0037
545,Image;StillImage,image/jpeg,Unknown;German;Brass and ceramic;Germany,JSMA2014:38.6,Unknown,German,ca. 1920,Serving tray,Brass and ceramic,Diam. 13-3/4 inches; Diam w/ handles: 17-3/4 inches,jsma2014_38_6,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27161;type=101,Germany,"Circular ceramic tray set in wide brass frame with bracketed handles. Ceramic field decorated with blue-grey floral motif, brass frame engraved with reeded border and handles with pierced strap work joins.",T0088
452,Image;StillImage,image/jpeg,"Unknown;Undetermined;Silverplate, copper;Possibly UK",JSMA2014:38.60,Unknown,Undetermined,ca. 1910-1920,Box,"Silverplate, copper",H. 5-1/8 x W. 10 x D. 4-1/8 inches,jsma2014_38_60,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27215;type=101,Possibly UK,,P0147
434,Image;StillImage,image/jpeg,"Birmingham Guild of Handicraft;British;Copper and sterling silver;Birmingham, England",JSMA2014:38.61,Birmingham Guild of Handicraft,British,1900,Canister with lid,Copper and sterling silver,H. 5-/4 x W. 5-1/4 x D. 5-1/8 inches,jsma2014_38_61,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27216;type=101,"Birmingham, England","The spirit of the Birmingham Guild of Handicraft’s motto “By Hammer and Hand” is manifest in the visible hammer-marks on this canister. Copper was a popular material in Arts and Crafts metal production as it was relatively inexpensive and easy to work with. Marks: the bottom of this canister is stamped with the Birmingham Guild of Handicraft mark “GBH.” The anchor indicates the piece was assayed by the Birmingham assay office, while the forward-looking lion known as the lion passant indicates the lid was made with .925 silver. Finally, the “a” corresponds to the date of assay, 1900.",N0788
453,Image;StillImage,image/jpeg,"Cambray Ware;British;Pewter with enamel cabochon and wood liner;London, England",JSMA2014:38.62,Cambray Ware,British,ca. 1920,Cigarette box,Pewter with enamel cabochon and wood liner,H. 2-5/8 x W. 7-9/16 x D. 5-13/16 inches,jsma2014_38_62,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27217;type=101,"London, England",Hammered finish with rivedted side straps at edges forming feet. Cover adorned with blue enamel cabochon enclosed in pewter strapwork medallion.,S0083
553,Image;StillImage,image/jpeg,Keswick School of Industrial Handicraft;British;Copper;England,JSMA2014:38.63,Keswick School of Industrial Handicraft,British,ca. 1880-1920,Tray,Copper,Diam. 8 inches,jsma2014_38_63,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27218;type=101,England,,N0661
560,Image;StillImage,image/jpeg,"Keswick School of Industrial Handicraft;British;Copper;Keswick, England",JSMA2014:38.64,Keswick School of Industrial Handicraft,British,ca. 1890,Tray,Copper,W. 20-3/4 x D. 8-3/4 inches,jsma2014_38_64,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27219;type=101,"Keswick, England","Tray with rounded corners and molded rim, hammered finish with field chasing and scrolling decoration in leaf and blossom motif.",N1501
554,Image;StillImage,image/jpeg,Unknown;Undetermined;enamel;,JSMA2014:38.65,Unknown,Undetermined,n.d.,Tray,enamel,15-1/2 x 12-3/4 inches,jsma2014_38_65,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27220;type=101,,"Handled serving tray with blue cracked, layered enamel, with rose decoration.",T0087
420,Image;StillImage,image/jpeg,"Pearson, John;British;Copper with wood liner;London, England",JSMA2014:38.66,"Pearson, John",British,1900,Humidor,Copper with wood liner,H. 4-1/8 x W. 7-1/4 x D. 5-5/8 inches,jsma2014_38_66,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27221;type=101,"London, England",Copper box with wood liner. Front exterior and lid decorated with chased and repoussee mythical creatures.,N0013
555,Image;StillImage,image/jpeg,"Wallis, Hugh;British;Copper with pewter inlay;Altrincham, England",JSMA2014:38.67,"Wallis, Hugh",British,1911,Tray,Copper with pewter inlay,Diam. 22-3/4 inches,jsma2014_38_67,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27222;type=101,"Altrincham, England","Large copper tray, decorative pewter inlay at center with floral and foliate motif.",N0407
300,Image;StillImage,image/jpeg,Unknown;Undetermined;Bronze;,JSMA2014:38.68a-c,Unknown,Undetermined,n.d.,Candlesticks and box,Bronze,a: H. 3-15/16 x W. 4 x D. 3-1/2 inches; b: W. 3-7/8 x W. 3-15/16 x D. 3-1/2 inches; c: H. 3-1/2 x W. 5-3/8 x D. 4 inches,jsma2014_38_68,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27223;type=101,,,N1626
556,Image;StillImage,image/jpeg,"J.E. Caldwell & Co.;American;Sterling silver, copper, wood, and glass;Philadelphia, Pennsylvania","JSMA2014:38.69a,b",J.E. Caldwell & Co.,American,ca. 20th century,Inkwell,"Sterling silver, copper, wood, and glass",A: 2 x 7-7/16 x 4-3/4 inches; B: 2-3/4 x 2-1/8 x 2-1/8 inches; C: 2-3/4 x 2-1/8 x 2-1/8 inches,jsma2014_38_69,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27224;type=101,"Philadelphia, Pennsylvania","The design of this double inkwell retailed by J.E. Caldwell & Co., is attributed to Joseph Heinrichs (1866-1937), who created similar inkwells for other retailers, such as Grogan Co. and Shreve and Co. In line with the tenets of Arts and Crafts, the designer transformed relatively inexpensive materials of copper, wood, and glass into a functional object complete with subtle details. For example, facets cut into the bottom of the glass refract light and create the illusion of a brilliant texture at the top of the inkwell.",N1166
558,Image;StillImage,image/jpeg,"Getz, Art; The Newlyn Industrial Class;British;copper;Newlyn, Cornwall, England",JSMA2014:38.7,"Getz, Art; The Newlyn Industrial Class",British,ca. 1905,Small tray,copper,H. 5/8 x W. 12 x D. 3 inches,jsma2014_38_7,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27162;type=101,"Newlyn, Cornwall, England",Copper tray with fish design made through chasing and repousse designed by Art Getz for Newlyn Industrial Class.,N0664
285,Image;StillImage,image/jpeg,"Heintz Art Metal Shop;American;Patinated copper with sterling silver and glass;Buffalo, New York",JSMA2014:38.70a-c,Heintz Art Metal Shop,American,ca. 1920,Desk set,Patinated copper with sterling silver and glass,a: H. 3-1/2 x W. 5-3/8 x D. 5-3/8 inches; b: H. 2-1/8 x W. 4-1/8 x D. 2-7/8 inches; c: H. 1-1/4 x W. 3-1/8 x D. 5 inches,jsma2014_38_70,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27225;type=101,"Buffalo, New York",,T0177
286,Image;StillImage,image/jpeg,"Dixon, Arthur; Birmingham Guild of Handicraft;British;Copper and brass;Birmingham, England",JSMA2014:38.71,"Dixon, Arthur; Birmingham Guild of Handicraft",British,ca. 1895-1900,Bowl,Copper and brass,H. 4-1/4 x W. 10-3/4 x D. 6-5/16 inches,jsma2014_38_71,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27226;type=101,"Birmingham, England",Copper vessel with applied riveted brass handles and swirled decoration.,N1607
310,Image;StillImage,image/jpeg,Unknown;Undetermined;bronze;,"JSMA2014:38.72a,b",Unknown,Undetermined,ca. 1910,Candlesticks,bronze,"A: 9-1/2 x 3-1/4 x 3-3/8 inches, B: 9-1/2 x 3-1/4 x 3-1/4 inches",jsma2014_38_72,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27228;type=101,,"The revived interest in design brought on by the Arts and Crafts movement spurred other experiments in form at the turn of the 19th century, such as the organic, sinewy lines of Art Nouveau, literally “new art.” These candlesticks are a rather restrained example of Art Nouveau. The staid, geometric stem flows into a wide undulating base, giving the impression of rippling water.",N1680
421,Image;StillImage,image/jpeg,"Stickley, Gustav; The Craftsman Workshops;American;Copper;Syracuse, New York",JSMA2014:38.73,"Stickley, Gustav; The Craftsman Workshops",American,ca. 1890-1920,Stamp box,Copper,H. 2-/8 x W. 4-1/4 x D. 3-3/8 inches,jsma2014_38_73,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27229;type=101,"Syracuse, New York",,N0009
